Date,GDP Percent,AEI Index,House Equity Withdrawal Changes,Durable Goods Total,Household Savings Ratio Percent,Bank Rate Value,Claimant Count Rate,RPI Percent,House Price Index
1993-12,1.0333333333333332,76.125,-228.0,12610.0,12.166666666666666,5.296666666666667,9.4,1.9,28.34
1994-01,1.2,76.6,-446.0,12786.0,11.7,5.213333333333333,9.8,2.5,28.65
1994-02,1.1666666666666667,76.39999999999999,-664.0,12913.0,11.566666666666666,5.13,9.7,2.4,28.65
1994-03,1.1333333333333333,76.2,-882.0,13040.0,11.433333333333334,5.201428571428571,9.5,2.3,28.65
1994-04,1.1,76.0,-427.6666666666667,13167.0,11.3,5.272857142857143,9.3,2.6,29.05
1994-05,1.1,76.03333333333333,26.66666666666663,13082.333333333334,11.566666666666666,5.344285714285714,9.0,2.6,29.05
1994-06,1.1,76.06666666666666,481.0,12997.666666666666,11.833333333333334,5.4157142857142855,8.8,2.6,29.05
1994-07,1.1,76.1,323.66666666666663,12913.0,12.1,5.487142857142857,9.0,2.3,29.53
1994-08,0.9,76.55,166.33333333333331,12965.666666666666,11.766666666666666,5.558571428571429,9.0,2.4,29.53
1994-09,0.7,77.0,9.0,13018.333333333334,11.433333333333334,5.63,8.8,2.2,29.53
1994-10,0.5,77.6,-565.3333333333334,13071.0,11.1,5.796666666666667,8.4,2.4,29.33
1994-11,0.4666666666666667,78.2,-1139.6666666666667,13199.0,11.866666666666667,5.963333333333333,8.3,2.6,29.33
1994-12,0.43333333333333335,78.80000000000001,-1714.0,13327.0,12.633333333333333,6.13,8.2,2.9,29.33
1995-01,0.4,79.4,-1648.3333333333333,13455.0,13.4,6.38,8.3,3.3,29.08
1995-02,0.4,79.0,-1582.6666666666667,13507.666666666666,13.233333333333334,6.63,8.2,3.4,29.08
1995-03,0.4,78.60000000000001,-1517.0,13560.333333333334,13.066666666666666,6.6049999999999995,8.0,3.5,29.08
1995-04,0.4,78.2,-1606.0,13613.0,12.9,6.58,7.9,3.3,29.39
1995-05,0.6,78.03333333333333,-1695.0,13724.0,12.8,6.555,7.7,3.4,29.39
1995-06,0.8,77.86666666666667,-1784.0,13835.0,12.7,6.53,7.5,3.5,29.39
1995-07,1.0,77.7,-1777.6666666666667,13946.0,12.6,6.505,7.8,3.5,29.64
1995-08,0.7333333333333334,78.4,-1771.3333333333333,13789.333333333334,12.466666666666667,6.4799999999999995,7.8,3.6,29.64
1995-09,0.4666666666666667,79.1,-1765.0,13632.666666666666,12.333333333333332,6.455,7.6,3.9,29.64
1995-10,0.2,79.77499999999999,-2146.0,13476.0,12.2,6.43,7.4,3.2,29.25
1995-11,0.33333333333333337,80.44999999999999,-2527.0,13576.0,12.6,6.405,7.3,3.1,29.25
1995-12,0.4666666666666667,81.125,-2908.0,13676.0,13.0,6.38,7.4,3.2,29.25
1996-01,0.6,81.8,-2448.0,13776.0,13.4,6.13,7.9,2.9,29.67
1996-02,0.4666666666666667,81.46666666666667,-1988.0,14215.666666666666,12.966666666666667,6.035,7.8,2.7,29.67
1996-03,0.3333333333333333,81.13333333333333,-1528.0,14655.333333333334,12.533333333333333,5.94,7.6,2.7,29.67
1996-04,0.2,80.8,-1368.6666666666667,15095.0,12.1,5.856666666666667,7.6,2.4,29.7
1996-05,0.5,80.76666666666667,-1209.3333333333333,15244.666666666666,12.133333333333333,5.773333333333333,7.3,2.2,29.7
1996-06,0.8,80.73333333333333,-1050.0,15394.333333333334,12.166666666666666,5.69,7.1,2.1,29.7
1996-07,1.1,80.7,-1114.6666666666667,15544.0,12.2,5.7525,7.3,2.2,30.87
1996-08,1.2333333333333334,81.4,-1179.3333333333333,15475.333333333334,11.333333333333332,5.815,7.4,2.1,30.87
1996-09,1.3666666666666667,82.1,-1244.0,15406.666666666666,10.466666666666667,5.8775,7.2,2.1,30.87
1996-10,1.5,83.125,-1439.3333333333333,15338.0,9.6,5.94,6.7,2.7,31.41
1996-11,1.6,84.15,-1634.6666666666667,15419.666666666666,9.799999999999999,5.984285714285715,6.4,2.7,31.41
1996-12,1.7,85.175,-1830.0,15501.333333333334,10.0,6.0285714285714285,6.4,2.5,31.41
1997-01,1.8,86.2,-1350.0,15583.0,10.2,6.072857142857143,6.3,2.8,31.84
1997-02,1.4666666666666668,85.60000000000001,-870.0,15679.0,10.6,6.117142857142857,6.0,2.7,31.84
1997-03,1.1333333333333333,85.0,-390.0,15775.0,11.0,6.161428571428572,5.8,2.6,31.84
1997-04,0.8,84.4,-193.33333333333334,15871.0,11.4,6.2057142857142855,5.6,2.4,32.49
1997-05,0.7666666666666667,84.53333333333333,3.3333333333333144,16452.666666666668,11.066666666666666,6.25,5.3,2.6,32.49
1997-06,0.7333333333333333,84.66666666666667,200.0,17034.333333333332,10.733333333333334,6.5,5.1,2.9,32.49
1997-07,0.7,84.8,293.6666666666667,17616.0,10.4,6.75,5.2,3.3,34.14
1997-08,0.8666666666666666,85.69999999999999,387.33333333333337,17402.333333333332,9.8,7.0,5.2,3.5,34.14
1997-09,1.0333333333333332,86.6,481.0,17188.666666666668,9.2,7.083333333333333,5.0,3.6,34.14
1997-10,1.2,87.82499999999999,-43.33333333333337,16975.0,8.6,7.166666666666667,4.7,3.7,33.88
1997-11,1.0333333333333332,89.05,-567.6666666666667,16941.333333333332,8.5,7.25,4.6,3.7,33.88
1997-12,0.8666666666666667,90.275,-1092.0,16907.666666666668,8.4,7.285714285714286,4.6,3.6,33.88
1998-01,0.7,91.5,-982.6666666666666,16874.0,8.3,7.321428571428571,4.9,3.3,34.74
1998-02,0.7,91.13333333333334,-873.3333333333334,16792.333333333332,8.133333333333333,7.357142857142857,4.8,3.4,34.74
1998-03,0.7,90.76666666666667,-764.0,16710.666666666668,7.966666666666667,7.392857142857143,4.6,3.5,34.74
1998-04,0.7,90.4,-340.3333333333333,16629.0,7.8,7.428571428571429,4.6,4.0,36.59
1998-05,0.6333333333333333,90.10000000000001,83.33333333333337,17276.0,7.166666666666667,7.464285714285714,4.5,4.2,36.59
1998-06,0.5666666666666667,89.8,507.0,17923.0,6.533333333333333,7.5,4.4,3.7,36.59
1998-07,0.5,89.5,860.0,18570.0,5.9,7.4375,4.5,3.5,38.18
1998-08,0.5666666666666667,90.2,1213.0,18412.0,6.166666666666667,7.375,4.6,3.3,38.18
1998-09,0.6333333333333333,90.9,1566.0,18254.0,6.433333333333334,7.3125,4.4,3.2,38.18
1998-10,0.7,92.325,987.0,18096.0,6.7,7.25,4.3,3.1,38.01
1998-11,0.6666666666666666,93.75,408.0,18206.333333333332,5.666666666666667,6.75,4.2,3.0,38.01
1998-12,0.6333333333333333,95.175,-171.0,18316.666666666668,4.633333333333333,6.25,4.3,2.8,38.01
1999-01,0.6,96.6,-27.333333333333343,18427.0,3.6,6.0,4.5,2.4,38.24
1999-02,0.5,95.93333333333332,116.33333333333331,18562.333333333332,4.566666666666666,5.5,4.5,2.1,38.24
1999-03,0.4,95.26666666666667,260.0,18697.666666666668,5.533333333333333,5.375,4.4,2.1,38.24
1999-04,0.3,94.6,1178.3333333333335,18833.0,6.5,5.25,4.3,1.6,39.86
1999-05,0.7333333333333334,94.46666666666667,2096.666666666667,18784.666666666668,6.333333333333333,5.125,4.2,1.3,39.86
1999-06,1.1666666666666667,94.33333333333333,3015.0,18736.333333333332,6.166666666666667,5.0,4.1,1.3,39.86
1999-07,1.6,94.2,3500.6666666666665,18688.0,6.0,5.083333333333333,4.1,1.3,42.19
1999-08,1.5333333333333334,95.35,3986.3333333333335,18783.333333333332,6.5,5.166666666666667,4.1,1.1,42.19
1999-09,1.4666666666666666,96.5,4472.0,18878.666666666668,7.0,5.25,4.0,1.1,42.19
1999-10,1.4,98.8,3793.0,18974.0,7.5,5.375,3.8,1.2,43.27
1999-11,1.2666666666666666,98.8,3114.0,19034.0,7.133333333333334,5.5,3.8,1.4,43.27
1999-12,1.1333333333333333,98.8,2435.0,19094.0,6.766666666666667,5.625,3.7,1.8,43.27
2000-01,1.0,98.8,1896.6666666666665,19154.0,6.4,5.75,4.0,2.0,44.38
2000-02,0.8666666666666667,101.1,1358.3333333333333,19233.666666666668,6.533333333333333,6.0,4.0,2.3,44.38
2000-03,0.7333333333333334,104.9,820.0,19313.333333333332,6.666666666666667,5.979166666666667,3.9,2.6,44.38
2000-04,0.6,98.5,1658.6666666666665,19393.0,6.8,5.958333333333333,3.7,3.0,46.8
2000-05,0.5333333333333333,98.4,2497.333333333333,19375.333333333332,7.033333333333333,5.9375,3.6,3.1,46.8
2000-06,0.4666666666666667,98.8,3336.0,19357.666666666668,7.266666666666667,5.916666666666667,3.5,3.3,46.8
2000-07,0.4,99.2,3304.0,19340.0,7.5,5.895833333333333,3.5,3.3,47.68
2000-08,0.3666666666666667,98.7,3272.0,19576.0,8.033333333333333,5.875,3.5,3.0,47.68
2000-09,0.3333333333333333,98.8,3240.0,19812.0,8.566666666666666,5.854166666666667,3.4,3.3,47.68
2000-10,0.3,98.7,2835.6666666666665,20048.0,9.1,5.833333333333333,3.3,3.1,49.1
2000-11,0.5,99.6,2431.3333333333335,20374.0,9.0,5.8125,3.2,3.2,49.1
2000-12,0.7000000000000001,104.6,2027.0,20700.0,8.9,5.791666666666667,3.3,2.9,49.1
2001-01,0.9,104.2,2049.3333333333335,21026.0,8.8,5.770833333333333,3.5,2.7,48.85
2001-02,0.7666666666666667,109.6,2071.6666666666665,21006.0,8.333333333333334,5.75,3.5,2.7,48.85
2001-03,0.6333333333333333,109.9,2094.0,20986.0,7.866666666666667,5.625,3.4,2.3,48.85
2001-04,0.5,104.2,3290.0,20966.0,7.4,5.5,3.2,1.8,50.61
2001-05,0.5,103.1,4486.0,21172.333333333332,7.233333333333333,5.25,3.2,2.1,50.61
2001-06,0.5,104.5,5682.0,21378.666666666668,7.066666666666667,5.166666666666667,3.1,1.9,50.61
2001-07,0.5,104.2,6221.0,21585.0,6.9,5.083333333333333,3.1,1.6,52.43
2001-08,0.4,103.7,6760.0,21738.666666666668,6.933333333333334,5.0,3.1,2.1,52.43
2001-09,0.30000000000000004,103.3,7299.0,21892.333333333332,6.966666666666667,4.75,3.0,1.7,52.43
2001-10,0.2,103.4,6683.0,22046.0,7.0,4.5,3.0,1.6,51.38
2001-11,0.3,104.0,6067.0,22033.0,7.033333333333333,4.0,3.0,0.9,51.38
2001-12,0.4,107.8,5451.0,22020.0,7.066666666666666,3.9833333333333334,3.1,0.7,51.38
2002-01,0.5,108.0,5529.333333333333,22007.0,7.1,3.966666666666667,3.3,1.3,51.2
2002-02,0.5333333333333333,112.6,5607.666666666667,21905.666666666668,7.5,3.95,3.3,1.0,53.06
2002-03,0.5666666666666667,112.7,5686.0,21804.333333333332,7.9,3.933333333333333,3.2,1.3,54.92
2002-04,0.6,107.8,7152.0,21703.0,8.3,3.9166666666666665,3.1,1.5,55.66
2002-05,0.6333333333333333,106.8,8618.0,21646.666666666668,8.133333333333333,3.9,3.0,1.1,57.09
2002-06,0.6666666666666666,108.4,10084.0,21590.333333333332,7.966666666666667,3.8833333333333333,3.0,1.0,59.43
2002-07,0.7,108.2,10799.0,21534.0,7.8,3.8666666666666667,3.1,1.5,59.9
2002-08,0.6833333333333333,106.6,11514.0,21615.333333333332,7.566666666666666,3.85,3.1,1.4,61.23
2002-09,0.6666666666666666,106.6,12229.0,21696.666666666668,7.333333333333333,3.8333333333333335,3.0,1.7,62.72
2002-10,0.6499999999999999,106.9,11977.666666666666,21778.0,7.1,3.816666666666667,2.9,2.1,63.19
2002-11,0.6333333333333333,107.4,11726.333333333334,21880.666666666668,7.1,3.8,2.9,2.6,63.83
2002-12,0.6166666666666667,110.3,11475.0,21983.333333333332,7.1,3.783333333333333,2.9,2.9,65.95
2003-01,0.6,110.5,11176.0,22086.0,7.1,3.7666666666666666,3.2,2.9,65.47
2003-02,0.6666666666666666,115.1,10877.0,22292.666666666668,6.733333333333333,3.75,3.2,3.2,64.78
2003-03,0.7333333333333334,117.9,10578.0,22499.333333333332,6.366666666666666,3.7,3.1,3.1,66.16
2003-04,0.8,110.5,11499.333333333334,22706.0,6.0,3.65,3.1,3.1,67.76
2003-05,0.8666666666666667,109.9,12420.666666666666,22801.333333333332,6.1,3.6,3.0,3.0,67.28
2003-06,0.9333333333333333,111.1,13342.0,22896.666666666668,6.2,3.55,3.0,2.9,67.44
2003-07,1.0,111.3,14677.0,22992.0,6.3,3.5,3.0,3.1,68.6
2003-08,0.9333333333333333,110.3,16012.0,22929.0,6.433333333333334,3.5625,3.0,2.9,69.83
2003-09,0.8666666666666667,110.5,17347.0,22866.0,6.566666666666666,3.625,2.9,2.8,69.61
2003-10,0.8,110.9,17061.333333333332,22803.0,6.7,3.6875,2.8,2.6,70.83
2003-11,0.6666666666666667,111.0,16775.666666666668,23038.333333333332,6.766666666666667,3.75,2.8,2.5,70.04
2003-12,0.5333333333333334,114.5,16490.0,23273.666666666668,6.833333333333334,3.8333333333333335,2.8,2.8,71.42
2004-01,0.4,119.2,15112.666666666666,23509.0,6.9,3.9166666666666665,3.0,2.6,71.84
2004-02,0.43333333333333335,119.4,13735.333333333334,23342.333333333332,6.733333333333333,4.0,3.0,2.5,71.15
2004-03,0.4666666666666667,122.4,12358.0,23175.666666666668,6.566666666666667,4.083333333333333,2.9,2.6,71.31
2004-04,0.5,114.9,13378.333333333334,23009.0,6.4,4.166666666666667,2.8,2.5,74.55
2004-05,0.4,114.8,14398.666666666666,23173.666666666668,6.566666666666667,4.25,2.7,2.8,75.45
2004-06,0.30000000000000004,116.0,15419.0,23338.333333333332,6.733333333333333,4.5,2.6,3.0,76.78
2004-07,0.2,115.4,15031.666666666666,23503.0,6.9,4.625,2.6,3.0,78.42
2004-08,0.23333333333333334,115.0,14644.333333333334,23556.666666666668,6.766666666666667,4.75,2.7,3.2,79.32
2004-09,0.26666666666666666,114.9,14257.0,23610.333333333332,6.633333333333334,4.729166666666667,2.6,3.1,79.16
2004-10,0.3,115.5,12379.0,23664.0,6.5,4.708333333333333,2.5,3.3,79.75
2004-11,0.39999999999999997,115.5,10501.0,23677.0,6.366666666666666,4.6875,2.5,3.4,79.64
2004-12,0.5,119.4,8623.0,23690.0,6.233333333333333,4.666666666666667,2.5,3.5,79.06
2005-01,0.6,124.6,7294.0,23703.0,6.1,4.645833333333333,2.7,3.2,79.0
2005-02,0.7333333333333333,126.8,5965.0,23608.333333333332,6.433333333333333,4.625,2.7,3.2,78.93
2005-03,0.8666666666666667,127.6,4636.0,23513.666666666668,6.766666666666667,4.604166666666667,2.7,3.2,79.58
2005-04,1.0,119.8,6594.0,23419.0,7.1,4.583333333333333,2.7,3.2,80.71
2005-05,0.9666666666666667,119.7,8552.0,23651.333333333332,7.0,4.5625,2.7,2.9,81.57
2005-06,0.9333333333333333,120.9,10510.0,23883.666666666668,6.8999999999999995,4.541666666666667,2.7,2.9,82.22
2005-07,0.9,120.8,10558.0,24116.0,6.8,4.520833333333333,2.7,2.9,83.28
2005-08,0.9666666666666667,120.4,10606.0,24102.0,6.833333333333333,4.5,2.7,2.8,83.62
2005-09,1.0333333333333334,120.1,10654.0,24088.0,6.866666666666667,4.520833333333333,2.7,2.7,83.49
2005-10,1.1,120.0,10134.666666666666,24074.0,6.9,4.541666666666667,2.7,2.5,83.32
2005-11,0.9,120.6,9615.333333333334,24135.0,6.866666666666667,4.5625,2.7,2.4,83.57
2005-12,0.7,124.6,9096.0,24196.0,6.833333333333333,4.583333333333333,2.8,2.2,84.03
2006-01,0.5,129.0,8578.0,24257.0,6.8,4.604166666666667,2.9,2.4,83.9
2006-02,0.43333333333333335,135.3,8060.0,24412.666666666668,6.466666666666667,4.625,3.0,2.4,84.04
2006-03,0.3666666666666667,135.5,7542.0,24568.333333333332,6.133333333333333,4.645833333333333,3.0,2.4,84.72
2006-04,0.3,124.7,9426.0,24724.0,5.8,4.666666666666667,3.0,2.6,86.56
2006-05,0.26666666666666666,125.1,11310.0,24543.0,5.933333333333334,4.6875,3.0,3.0,87.38
2006-06,0.23333333333333334,127.5,13194.0,24362.0,6.066666666666666,4.708333333333333,2.9,3.3,88.21
2006-07,0.2,126.4,13951.0,24181.0,6.2,4.729166666666667,2.9,3.3,89.48
2006-08,0.33333333333333337,124.8,14708.0,24210.666666666668,6.7,4.75,2.9,3.4,90.23
2006-09,0.4666666666666667,124.6,15465.0,24240.333333333332,7.2,4.833333333333333,2.9,3.6,90.6
2006-10,0.6,125.1,15387.666666666666,24270.0,7.7,4.916666666666667,2.9,3.7,91.13
2006-11,0.6666666666666666,125.6,15310.333333333334,24327.333333333332,7.7,5.0,2.8,3.9,91.6
2006-12,0.7333333333333334,131.8,15233.0,24384.666666666668,7.7,5.125,2.8,4.4,92.74
2007-01,0.8,137.1,13863.333333333334,24442.0,7.7,5.25,2.9,4.2,92.71
2007-02,0.7000000000000001,145.6,12493.666666666666,24546.666666666668,7.933333333333334,5.3125,3.0,4.6,92.97
2007-03,0.6,141.8,11124.0,24651.333333333332,8.166666666666668,5.375,2.9,4.8,93.69
2007-04,0.5,129.9,11887.0,24756.0,8.4,5.4375,2.8,4.5,95.58
2007-05,0.5666666666666667,130.9,12650.0,24804.666666666668,8.533333333333333,5.5,2.7,4.3,96.68
2007-06,0.6333333333333333,132.9,13413.0,24853.333333333332,8.666666666666668,5.625,2.6,4.4,97.74
2007-07,0.7,132.1,14144.0,24902.0,8.8,5.75,2.6,3.8,98.96
2007-08,0.6,131.1,14875.0,25141.333333333332,8.333333333333334,5.7,2.6,4.1,99.54
2007-09,0.5,131.4,15606.0,25380.666666666668,7.866666666666667,5.65,2.5,3.9,99.67
2007-10,0.4,130.4,12692.666666666666,25620.0,7.4,5.6,2.4,4.2,99.44
2007-11,0.4666666666666667,132.1,9779.333333333332,25666.0,7.166666666666667,5.55,2.4,4.3,99.38
2007-12,0.5333333333333333,136.3,6866.0,25712.0,6.933333333333334,5.5,2.4,4.0,99.23
2008-01,0.6,142.1,5325.666666666667,25758.0,6.7,5.375,2.5,4.1,97.44
2008-02,0.23333333333333328,152.3,3785.3333333333335,25401.666666666668,7.0,5.25,2.6,4.1,96.6
2008-03,-0.13333333333333341,148.6,2245.0,25045.333333333332,7.3,5.125,2.5,3.8,95.9
2008-04,-0.5,136.1,637.0,24689.0,7.6,5.0,2.5,4.2,96.06
2008-05,-0.8333333333333333,136.4,-971.0,24424.666666666668,7.233333333333333,4.916666666666667,2.5,4.3,96.64
2008-06,-1.1666666666666665,137.4,-2579.0,24160.333333333332,6.866666666666666,4.833333333333333,2.5,4.6,95.37
2008-07,-1.5,136.3,-4144.0,23896.0,6.5,4.75,2.6,5.0,94.33
2008-08,-1.6666666666666667,135.2,-5709.0,23344.333333333332,7.266666666666667,4.666666666666667,2.8,4.8,92.36
2008-09,-1.8333333333333333,135.1,-7274.0,22792.666666666668,8.033333333333333,4.583333333333333,2.8,5.0,90.03
2008-10,-2.0,135.1,-8476.0,22241.0,8.8,4.5,2.9,4.2,88.21
2008-11,-1.9333333333333333,135.2,-9678.0,22111.0,8.933333333333334,3.0,3.2,3.0,85.72
2008-12,-1.8666666666666667,139.7,-10880.0,21981.0,9.066666666666666,2.0,3.5,0.9,84.42
2009-01,-1.8,139.6,-10797.333333333334,21851.0,9.2,1.5,3.9,0.1,82.47
2009-02,-1.3,143.6,-10714.666666666666,22182.666666666668,9.9,1.0,4.4,0.0,81.51
2009-03,-0.8,146.9,-10632.0,22514.333333333332,10.6,0.5,4.6,-0.4,81.01
2009-04,-0.3,138.4,-10306.0,22846.0,11.3,0.49719101123595505,4.7,-1.2,81.74
2009-05,-0.16666666666666666,137.6,-9980.0,23202.333333333332,11.3,0.4943820224719101,4.7,-1.1,82.87
2009-06,-0.033333333333333326,138.9,-9654.0,23558.666666666668,11.3,0.49157303370786515,4.7,-1.6,83.69
2009-07,0.1,136.8,-8777.0,23915.0,11.3,0.4887640449438202,4.7,-1.4,85.19
2009-08,0.16666666666666669,135.7,-7900.0,24547.333333333332,11.3,0.4859550561797753,4.8,-1.3,86.03
2009-09,0.23333333333333334,136.3,-7023.0,25179.666666666668,11.3,0.48314606741573035,4.8,-1.4,86.7
2009-10,0.3,136.0,-6818.0,25812.0,11.3,0.4803370786516854,4.8,-0.8,87.29
2009-11,0.43333333333333335,136.2,-6613.0,25191.333333333332,11.6,0.47752808988764045,4.7,0.3,87.58
2009-12,0.5666666666666667,140.6,-6408.0,24570.666666666668,11.9,0.4747191011235955,4.7,2.4,88.16
2010-01,0.7,140.5,-7278.0,23950.0,12.2,0.47191011235955055,5.0,3.7,87.83
2010-02,0.8333333333333334,151.0,-8148.0,23956.333333333332,11.966666666666667,0.4691011235955056,5.0,3.7,88.05
2010-03,0.9666666666666668,156.6,-9018.0,23962.666666666668,11.733333333333333,0.4662921348314607,4.9,4.4,88.05
2010-04,1.1,138.9,-9411.0,23969.0,11.5,0.46348314606741575,4.8,5.3,89.18
2010-05,0.9666666666666667,139.1,-9804.0,23833.333333333332,11.233333333333333,0.4606741573033708,4.6,5.1,89.61
2010-06,0.8333333333333333,141.8,-10197.0,23697.666666666668,10.966666666666667,0.45786516853932585,4.4,5.0,90.05
2010-07,0.7,139.2,-10055.333333333334,23562.0,10.7,0.4550561797752809,4.4,4.8,90.96
2010-08,0.5,138.5,-9913.666666666666,23905.666666666668,10.633333333333333,0.45224719101123595,4.4,4.7,90.95
2010-09,0.3,139.4,-9772.0,24249.333333333332,10.566666666666666,0.449438202247191,4.4,4.6,90.72
2010-10,0.1,138.8,-10278.0,24593.0,10.5,0.44662921348314605,4.3,4.5,89.71
2010-11,0.23333333333333334,139.1,-10784.0,24522.666666666668,10.0,0.4438202247191011,4.3,4.7,88.64
2010-12,0.3666666666666667,142.3,-11290.0,24452.333333333332,9.5,0.4410112359550562,4.3,4.8,88.48
2011-01,0.5,146.5,-10783.333333333334,24382.0,9.0,0.43820224719101125,4.6,5.1,87.75
2011-02,0.3666666666666667,152.5,-10276.666666666666,24242.666666666668,9.2,0.4353932584269663,4.7,5.5,87.28
2011-03,0.23333333333333334,160.2,-9770.0,24103.333333333332,9.4,0.43258426966292135,4.6,5.3,86.88
2011-04,0.1,142.2,-10023.0,23964.0,9.6,0.4297752808988764,4.6,5.2,88.23
2011-05,0.16666666666666669,142.3,-10276.0,23990.0,9.566666666666666,0.42696629213483145,4.6,5.2,87.83
2011-06,0.23333333333333334,146.5,-10529.0,24016.0,9.533333333333333,0.4241573033707865,4.5,5.0,87.98
2011-07,0.3,143.4,-10002.666666666666,24042.0,9.5,0.4213483146067416,4.7,5.0,89.09
2011-08,0.23333333333333334,141.3,-9476.333333333334,24082.666666666668,9.4,0.4185393258426966,4.8,5.2,89.14
